0,1,"Tallapoosa County, AL","1.093 (0.989,~1.196)","0.752 (0.217,~0.910)","8,277 (20.4)",855,"40,497",9.24\%
13,3,"Navajo County, AZ","1.727 (1.411,~2.073)","0.962 (0.894,~1.030)","29,796 (27.0)","5,374","110,445",3.72\%
14,3,"Coconino County, AZ","3.122 (2.823,~3.491)","0.984 (0.881,~1.075)","20,050 (14.0)","3,090","142,854",3.79\%
15,3,"Chelan County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",765 (1.0),"1,334","77,036",0.75\%
16,3,"Franklin County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)","3,749 (4.0)","3,507","94,347",1.40\%
17,3,"Grant County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",994 (1.0),"1,491","97,331",0.87\%
18,3,"Grays Harbor County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",153 (0.2),120,"73,901",1.67\%
19,3,"Kittitas County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)","1,453 (3.1)",373,"47,364",5.09\%
20,3,"Klickitat County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",229 (1.0),113,"22,107",2.65\%
21,3,"Lewis County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",229 (0.3),220,"79,604",1.36\%
22,3,"Okanogan County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",306 (0.7),864,"42,132",0.46\%
23,3,"Pacific County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",153 (0.7),51,"22,036",3.92\%
24,3,"Skamania County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",76 (0.6),57,"11,924",1.75\%
25,3,"Stevens County, WA","0.944 (0.782,~1.155)","0.986 (0.391,~1.154)",76 (0.2),110,"45,260",0.91\%
26,3,"Yuma County, AZ","1.105 (0.979,~1.249)","1.019 (0.951,~1.081)","48,986 (23.1)","11,510","212,128",2.50\%
27,3,"Mohave County, AZ","0.995 (0.910,~1.084)","1.103 (1.011,~1.186)","15,552 (7.4)","3,186","209,550",5.27\%
28,3,"Colfax County, NM","0.885 (0.803,~0.976)","1.147 (1.027,~1.266)",121 (1.0),18,"12,110",5.56\%
29,3,"Doña Ana County, NM","0.885 (0.803,~0.976)","1.147 (1.027,~1.266)","3,631 (1.7)","2,447","217,522",1.23\%
30,3,"Eddy County, NM","0.885 (0.803,~0.976)","1.147 (1.027,~1.266)",484 (0.8),301,"57,900",1.33\%
31,3,"Luna County, NM","0.885 (0.803,~0.976)","1.147 (1.027,~1.266)",363 (1.5),254,"23,963",1.18\%
32,3,"Rio Arriba County, NM","0.885 (0.803,~0.976)","1.147 (1.027,~1.266)",847 (2.2),318,"39,006",2.20\%
33,3,"Sandoval County, NM","0.885 (0.803,~0.976)","1.147 (1.027,~1.266)","3,994 (2.8)","1,133","145,179",2.91\%
34,3,"Taos County, NM","0.885 (0.803,~0.976)","1.147 (1.027,~1.266)",121 (0.4),108,"32,835",0.93\%
35,3,"Torrance County, NM","0.885 (0.803,~0.976)","1.147 (1.027,~1.266)",121 (0.8),61,"15,591",1.64\%
36,3,"Webb County, TX","2.175 (1.360,~3.582)","1.160 (0.971,~1.246)","48,781 (17.7)","7,888","275,910",2.14\%
37,3,"La Paz County, AZ","1.085 (0.870,~1.366)","1.166 (0.995,~1.311)","12,352 (58.6)",476,"21,098",2.52\%
38,3,"Yavapai County, AZ","1.132 (0.874,~1.465)","1.240 (0.992,~1.462)","15,425 (6.6)","2,004","231,993",3.34\%

0,4,"Arlington County, VA","0.921 (0.831,~1.035)","0.500 (0.178,~0.742)","26,549 (11.2)","3,077","237,521",4.39\%
1,4,"Orleans Parish, LA","2.795 (2.632,~2.967)","0.649 (0.247,~0.837)","62,440 (16.0)","10,735","391,006",5.24\%
2,4,"District of Columbia, DC","3.296 (3.048,~3.568)","0.659 (0.573,~0.785)","89,004 (12.7)","12,753","702,455",4.63\%
3,4,"Nassau County, NY","2.903 (2.515,~3.342)","0.660 (0.558,~0.745)","199,291 (14.7)","43,655","1,358,343",5.03\%
4,4,"Fairfax County, VA","3.187 (2.940,~3.456)","0.700 (0.507,~0.911)","68,253 (5.9)","16,376","1,150,795",3.23\%
5,4,"New York County, NY","3.039 (2.803,~3.258)","0.700 (0.673,~0.725)","2,021,551 (24.1)","227,832","8,398,748",10.35\%
6,4,"Rockland County, NY","2.934 (2.672,~3.338)","0.705 (0.630,~0.801)","81,195 (24.9)","13,942","325,695",4.83\%
7,4,"Alexandria city, VA","0.880 (0.781,~0.980)","0.728 (0.379,~0.911)","9,116 (5.7)","2,964","160,530",2.02\%
8,4,"Denver County, CO","2.866 (2.730,~3.042)","0.730 (0.162,~0.907)","66,282 (9.3)","10,224","716,492",4.05\%
9,4,"Wayne County, MI","2.806 (2.668,~3.018)","0.744 (0.529,~0.801)","317,363 (18.1)","28,163","1,753,893",10.03\%
10,4,"Cook County, IL","3.745 (3.458,~4.019)","0.750 (0.694,~0.804)","564,263 (10.9)","111,447","5,180,493",4.42\%
11,4,"Barnstable County, MA","3.413 (3.044,~3.769)","0.750 (0.646,~0.871)","10,755 (5.0)","1,800","213,413",8.78\%
12,4,"Suffolk County, MA","3.213 (3.059,~3.458)","0.774 (0.731,~0.823)","158,216 (19.6)","21,849","807,252",4.92\%
13,4,"Delaware County, PA","3.872 (3.475,~4.246)","0.802 (0.738,~0.892)","73,809 (13.1)","9,226","564,751",7.57\%
14,4,"DuPage County, IL","3.433 (3.080,~3.773)","0.811 (0.743,~0.898)","60,464 (6.5)","12,233","928,589",4.25\%
15,4,"Marion County, IN","3.018 (2.861,~3.184)","0.812 (0.774,~0.854)","104,163 (10.9)","15,860","954,670",4.57\%
16,4,"Hudson County, NJ","3.607 (3.350,~3.852)","0.837 (0.782,~0.891)","205,172 (30.3)","19,671","676,061",7.65\%
17,4,"Union County, NJ","3.486 (3.233,~3.818)","0.840 (0.780,~0.887)","160,053 (28.7)","16,695","558,067",8.09\%
18,4,"Philadelphia County, PA","3.738 (3.390,~4.272)","0.843 (0.768,~0.916)","208,318 (13.2)","31,120","1,584,138",5.46\%
19,4,"Essex County, NJ","3.568 (3.406,~3.848)","0.845 (0.790,~0.892)","239,843 (30.0)","19,728","799,767",10.70\%
20,4,"Passaic County, NJ","3.646 (3.379,~3.964)","0.855 (0.802,~0.908)","150,723 (29.9)","17,642","503,310",7.03\%
21,4,"Bergen County, NJ","3.365 (3.118,~3.568)","0.866 (0.814,~0.921)","218,150 (23.3)","20,794","936,692",9.80\%
22,4,"Milwaukee County, WI","3.113 (2.952,~3.296)","0.880 (0.846,~0.911)","59,382 (6.3)","21,062","948,201",2.17\%
23,4,"Loudoun County, VA","0.913 (0.849,~1.012)","0.902 (0.734,~0.985)","22,752 (5.6)","5,280","406,850",2.18\%
24,4,"Middlesex County, NJ","3.413 (3.219,~3.656)","0.909 (0.855,~0.962)","173,976 (21.0)","17,919","829,685",7.83\%
25,4,"Santa Clara County, CA","2.784 (2.580,~2.969)","0.920 (0.840,~0.981)","26,736 (1.4)","11,687","1,937,570",1.75\%
26,4,"San Mateo County, CA","2.958 (2.803,~3.171)","0.942 (0.587,~1.057)","14,575 (1.9)","6,110","769,545",1.96\%
27,4,"Montgomery County, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",444 (0.4),305,"98,985",0.98\%
28,4,"Richmond County, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",592 (6.6),317,"9,038",1.26\%
29,4,"Charlottesville city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","2,223 (4.6)",542,"48,117",2.77\%
30,4,"Colonial Heights city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","3,112 (17.5)",197,"17,833",10.66\%
31,4,"Danville city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","1,037 (2.5)",405,"40,693",1.73\%
32,4,"Falls Church city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",889 (6.0),60,"14,772",10.00\%
33,4,"Fredericksburg city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",592 (2.0),403,"29,144",0.99\%
34,4,"Galax city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","3,557 (55.4)",347,"6,423",6.92\%
35,4,"Hampton city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","1,037 (0.8)","1,228","134,313",0.57\%
36,4,"Harrisonburg city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","4,595 (8.5)","1,077","54,033",2.88\%
37,4,"Hopewell city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",741 (3.3),272,"22,596",1.84\%
38,4,"Lynchburg city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",741 (0.9),617,"82,126",0.81\%
39,4,"Manassas city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","3,261 (7.8)","1,653","41,641",1.33\%
40,4,"Manassas Park city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","1,037 (6.0)",516,"17,307",1.36\%
41,4,"Martinsville city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",444 (3.4),209,"12,902",1.44\%
42,4,"Newport News city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","2,668 (1.5)","1,827","178,626",0.99\%
43,4,"Norfolk city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","4,595 (1.9)","3,703","244,076",0.84\%
44,4,"Petersburg city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","2,816 (8.9)",515,"31,567",3.69\%
45,4,"Portsmouth city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)","3,705 (3.9)","1,759","94,632",1.42\%
46,4,"Salem city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",444 (1.7),161,"25,643",1.86\%
47,4,"Williamsburg city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",889 (6.0),126,"14,896",4.76\%
48,4,"Winchester city, VA","0.932 (0.875,~1.010)","0.954 (0.814,~1.043)",592 (2.1),399,"28,108",1.00\%
49,4,"San Francisco County, CA","2.895 (2.663,~3.075)","0.957 (0.802,~1.052)","7,203 (0.8)","7,548","883,305",0.89\%
50,4,"Clayton County, GA","3.077 (2.850,~3.296)","0.963 (0.912,~1.004)","21,148 (7.3)","5,006","289,615",2.20\%
51,4,"Cuyahoga County, OH","3.343 (3.189,~3.513)","0.967 (0.928,~1.014)","52,238 (4.2)","13,514","1,243,857",3.69\%
52,4,"Camden County, NJ","3.383 (3.179,~3.733)","0.972 (0.917,~1.026)","73,362 (14.5)","8,562","507,078",6.77\%
53,4,"DeKalb County, GA","3.066 (2.898,~3.263)","0.981 (0.944,~1.019)","39,595 (5.2)","13,923","756,558",1.70\%
54,4,"Harris County, TX","3.354 (3.204,~3.516)","0.999 (0.707,~1.129)","154,338 (3.3)","85,757","4,698,619",1.84\%
55,4,"Ramsey County, MN","0.967 (0.925,~1.019)","1.001 (0.941,~1.053)","41,272 (7.5)","7,572","550,210",3.50\%
56,4,"Alameda County, CA","3.092 (2.903,~3.273)","1.019 (0.919,~1.072)","27,987 (1.7)","13,213","1,666,753",1.57\%
57,4,"Tarrant County, TX","3.280 (3.125,~3.457)","1.025 (0.704,~1.101)","72,898 (3.5)","31,687","2,084,931",1.41\%
58,4,"Los Angeles County, CA","3.380 (3.216,~3.543)","1.030 (0.840,~1.099)","710,834 (7.0)","208,563","10,105,518",2.39\%
59,4,"Dallas County, TX","3.397 (3.231,~3.586)","1.034 (0.697,~1.109)","152,466 (5.8)","54,674","2,637,772",1.38\%
60,4,"Miami-Dade County, FL","3.393 (3.250,~3.558)","1.059 (1.009,~1.101)","210,179 (7.6)","132,461","2,761,581",1.41\%
61,4,"Orange County, CA","3.561 (3.353,~3.792)","1.093 (0.818,~1.177)","130,033 (4.1)","39,641","3,185,968",1.83\%
62,4,"Marin County, CA","3.666 (3.389,~4.001)","1.190 (1.087,~1.269)","8,516 (3.3)","5,327","259,666",1.48\%
63,4,"Pinellas County, FL","3.784 (3.626,~4.005)","1.201 (1.141,~1.258)","59,300 (6.1)","17,879","975,280",2.80\%

0,5,"Saginaw County, MI","1.104 (0.935,~1.510)","0.649 (0.105,~0.853)","15,188 (8.0)","2,010","190,800",6.52\%
1,5,"Del Norte County, CA","1.049 (0.823,~1.310)","0.666 (0.119,~1.046)",0 (0.0),99,"27,828",0.00\%
2,5,"Nevada County, CA","1.049 (0.823,~1.310)","0.666 (0.119,~1.046)","1,650 (1.7)",322,"99,696",0.31\%
3,5,"Yuba County, CA","1.049 (0.823,~1.310)","0.666 (0.119,~1.046)","6,601 (8.5)",600,"78,041",0.67\%
4,5,"St. Clair County, MI","0.901 (0.791,~1.021)","0.693 (0.111,~0.932)","5,644 (3.5)",812,"159,337",6.53\%
5,5,"Bay County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","3,391 (3.3)",628,"103,923",4.94\%
6,5,"Calhoun County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","4,485 (3.3)",789,"134,487",5.20\%
7,5,"Cass County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","1,531 (3.0)",321,"51,653",4.36\%
8,5,"Eaton County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)",875 (0.8),462,"109,826",1.73\%
9,5,"Grand Traverse County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)",547 (0.6),209,"92,573",2.39\%
10,5,"Jackson County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","3,719 (2.3)",709,"158,823",4.80\%
11,5,"Lapeer County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","3,610 (4.1)",466,"88,028",7.08\%
12,5,"Livingston County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","3,063 (1.6)",829,"191,224",3.38\%
13,5,"Mecosta County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)",218 (0.5),69,"43,545",2.90\%
14,5,"Midland County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","1,094 (1.3)",335,"83,209",2.99\%
15,5,"Monroe County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","2,625 (1.7)",984,"150,439",2.44\%
16,5,"Shiawassee County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)","3,063 (4.5)",341,"68,192",8.21\%
17,5,"Van Buren County, MI","2.910 (2.712,~3.092)","0.723 (0.164,~0.919)",984 (1.3),445,"75,448",2.02\%
18,5,"Adams County, NE","0.773 (0.677,~0.863)","0.771 (0.659,~0.856)","1,561 (5.0)",353,"31,511",3.12\%
19,5,"Dakota County, NE","0.773 (0.677,~0.863)","0.771 (0.659,~0.856)","5,821 (29.0)","1,924","20,083",2.13\%
20,5,"Henderson County, NC","0.957 (0.793,~1.192)","0.776 (0.303,~0.924)","4,825 (4.1)","1,482","116,748",3.64\%
21,5,"Muskegon County, MI","0.968 (0.859,~1.086)","0.778 (0.165,~0.984)","7,045 (4.1)","1,178","173,588",5.01\%
22,5,"Madison County, IL","0.902 (0.736,~1.079)","0.781 (0.586,~0.959)","8,174 (3.1)","2,591","264,461",2.93\%
23,5,"Berrien County, MI","0.892 (0.784,~1.006)","0.781 (0.327,~0.917)","7,119 (4.6)","1,363","154,141",4.84\%
24,5,"Dougherty County, GA","3.219 (3.009,~3.478)","0.791 (0.738,~0.837)","19,563 (21.4)","2,694","91,243",6.31\%
25,5,"Litchfield County, CT","3.156 (2.758,~3.728)","0.791 (0.640,~0.894)","14,520 (8.0)","1,610","181,111",8.57\%
26,5,"New London County, CT","1.052 (0.858,~1.303)","0.800 (0.656,~0.926)","12,117 (4.5)","1,433","266,784",7.19\%
27,5,"Minnehaha County, SD","0.736 (0.654,~0.819)","0.811 (0.725,~0.898)","9,579 (5.0)","4,422","192,876",1.54\%
28,5,"Woodbury County, IA","0.749 (0.658,~0.837)","0.813 (0.713,~0.905)","6,861 (6.7)","3,719","102,539",1.40\%
29,5,"Portage County, OH","2.763 (2.485,~3.063)","0.815 (0.711,~0.904)","7,705 (4.7)",758,"162,927",8.05\%
30,5,"Plaquemines Parish, LA","2.914 (2.621,~3.194)","0.830 (0.230,~1.033)","3,692 (15.8)",458,"23,410",4.15\%
31,5,"St. Bernard Parish, LA","2.914 (2.621,~3.194)","0.830 (0.230,~1.033)","4,664 (10.0)","1,103","46,721",2.18\%
32,5,"Wood County, OH","0.826 (0.724,~0.989)","0.854 (0.755,~0.946)","7,088 (5.4)","1,043","130,696",5.56\%
33,5,"Linn County, IA","1.140 (0.954,~1.567)","0.857 (0.778,~0.931)","11,130 (4.9)","2,375","225,909",3.71\%
34,5,"Allegany County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)","2,102 (3.0)",291,"70,975",6.19\%
35,5,"Caroline County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)",350 (1.1),451,"33,304",0.67\%
36,5,"Dorchester County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)",584 (1.8),371,"31,998",1.35\%
37,5,"Kent County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)","2,686 (13.9)",243,"19,383",9.47\%
38,5,"Somerset County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)",350 (1.4),136,"25,675",2.21\%
39,5,"Talbot County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)",467 (1.3),400,"36,968",1.00\%
40,5,"Washington County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)","3,621 (2.4)","1,012","150,926",3.06\%
41,5,"Wicomico County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)","5,256 (5.1)","1,338","103,195",3.36\%
42,5,"Worcester County, MD","0.961 (0.796,~1.153)","0.857 (0.777,~0.933)","2,336 (4.5)",694,"51,823",2.88\%
43,5,"Black Hawk County, IA","0.958 (0.826,~1.203)","0.873 (0.786,~0.953)","7,931 (6.0)","3,127","132,408",2.11\%
44,5,"Jones County, MS","0.732 (0.651,~0.820)","0.874 (0.776,~0.965)","7,590 (11.1)","1,899","68,461",3.05\%
45,5,"Columbiana County, OH","0.894 (0.758,~1.152)","0.879 (0.791,~0.957)","6,928 (6.7)","1,658","102,665",3.62\%
46,5,"Montgomery County, AL","0.955 (0.889,~1.022)","0.890 (0.258,~1.037)","23,335 (10.3)","6,835","225,763",2.17\%
47,5,"Kankakee County, IL","1.402 (1.070,~2.017)","0.897 (0.709,~1.058)","8,028 (7.3)","1,782","110,024",3.82\%
48,5,"Hampshire County, MA","0.910 (0.850,~0.981)","0.905 (0.784,~1.007)","15,696 (9.7)","1,174","161,355",10.99\%
49,5,"Leflore County, MS","1.287 (1.173,~1.416)","0.906 (0.841,~0.971)","8,530 (29.5)",933,"28,919",6.75\%
50,5,"Franklin County, MA","3.316 (3.060,~3.562)","0.913 (0.785,~1.029)","5,363 (7.6)",411,"70,963",14.84\%
51,5,"Adams County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",497 (0.8),519,"65,691",0.96\%
52,5,"Bureau County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",298 (0.9),205,"32,993",1.46\%
53,5,"Clinton County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","1,692 (4.5)",407,"37,639",4.18\%
54,5,"Coles County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","1,991 (3.9)",472,"50,885",4.24\%
55,5,"DeKalb County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","2,987 (2.9)",936,"104,143",3.21\%
56,5,"Effingham County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",99 (0.3),155,"34,208",0.65\%
57,5,"Henry County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",99 (0.2),234,"49,090",0.43\%
58,5,"Iroquois County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","1,095 (4.0)",263,"27,604",4.18\%
59,5,"Jackson County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","1,891 (3.3)",717,"57,419",2.65\%
60,5,"Jo Daviess County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",99 (0.5),125,"21,366",0.80\%
61,5,"Knox County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",99 (0.2),299,"50,112",0.33\%
62,5,"LaSalle County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","2,389 (2.2)",766,"109,430",3.13\%
63,5,"Livingston County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",199 (0.6),115,"35,761",1.74\%
64,5,"McDonough County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","1,493 (5.0)",143,"29,955",10.49\%
65,5,"Macon County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","2,290 (2.2)",624,"104,712",3.69\%
66,5,"Macoupin County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",298 (0.7),179,"45,313",1.68\%
67,5,"Peoria County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","3,485 (1.9)","1,607","180,621",2.18\%
68,5,"Perry County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",99 (0.5),184,"21,174",0.54\%
69,5,"Sangamon County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","3,285 (1.7)","1,247","195,348",2.65\%
70,5,"Tazewell County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",796 (0.6),518,"132,328",1.54\%
71,5,"Vermilion County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)",199 (0.3),234,"76,806",0.85\%
72,5,"Whiteside County, IL","4.041 (3.590,~4.475)","0.920 (0.820,~1.018)","1,692 (3.0)",355,"55,626",4.79\%
73,5,"Benton County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",59 (0.2),156,"25,642",0.64\%
74,5,"Cerro Gordo County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)","1,005 (2.4)",625,"42,647",2.72\%
75,5,"Clarke County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",177 (1.9),201,"9,423",1.49\%
76,5,"Clinton County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",177 (0.4),397,"46,518",0.76\%
77,5,"Des Moines County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",118 (0.3),179,"39,138",1.12\%
78,5,"Dubuque County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)","1,832 (1.9)","1,676","96,854",1.85\%
79,5,"Henry County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",236 (1.2),125,"20,067",3.20\%
80,5,"Johnson County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)","1,123 (0.7)","2,096","151,260",0.91\%
81,5,"Lee County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",177 (0.5),114,"34,055",2.63\%
82,5,"Mahaska County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)","1,005 (4.6)",139,"22,000",12.23\%
83,5,"Marshall County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)","1,537 (3.8)","1,444","39,981",1.80\%
84,5,"Muscatine County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)","2,838 (6.6)",847,"42,929",5.67\%
85,5,"Pottawattamie County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)","1,537 (1.6)","1,325","93,533",1.96\%
86,5,"Union County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",59 (0.5),77,"12,359",1.30\%
87,5,"Wapello County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)","1,951 (5.5)",900,"35,205",3.67\%
88,5,"Warren County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",59 (0.1),564,"51,056",0.18\%
89,5,"Webster County, IA","0.988 (0.867,~1.235)","0.924 (0.863,~0.985)",413 (1.1),801,"36,277",0.87\%
90,5,"Lafourche Parish, LA","3.281 (3.078,~3.485)","0.925 (0.280,~1.095)","13,328 (13.6)","2,800","98,115",3.54\%
91,5,"Calumet County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)",223 (0.4),320,"50,159",0.62\%
92,5,"Columbia County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)",111 (0.2),248,"57,358",0.40\%
93,5,"Eau Claire County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)",447 (0.4),588,"104,534",0.68\%
94,5,"Fond du Lac County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)",782 (0.8),657,"103,066",1.07\%
95,5,"Grant County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)","1,676 (3.3)",356,"51,554",4.21\%
96,5,"La Crosse County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)",111 (0.1),908,"118,230",0.11\%
97,5,"Monroe County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)",223 (0.5),243,"46,051",0.82\%
98,5,"Outagamie County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)","1,564 (0.8)","1,252","187,365",1.12\%
99,5,"Rock County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)","2,905 (1.8)","1,432","163,129",1.82\%
100,5,"St. Croix County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)",558 (0.6),493,"89,694",1.01\%
101,5,"Sauk County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)",335 (0.5),444,"64,249",0.68\%
102,5,"Sheboygan County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)","1,005 (0.9)",746,"115,456",1.21\%
103,5,"Washington County, WI","3.507 (3.272,~3.737)","0.934 (0.881,~0.991)","2,458 (1.8)","1,066","135,693",2.06\%
104,5,"Charlotte County, FL","0.827 (0.760,~0.891)","0.938 (0.849,~1.024)","4,929 (2.7)","2,238","184,998",4.07\%
105,5,"Caddo Parish, LA","3.405 (3.251,~3.580)","0.941 (0.271,~1.098)","36,891 (15.2)","6,668","242,922",4.42\%
106,5,"Iberia Parish, LA","0.891 (0.836,~0.947)","0.943 (0.239,~1.112)","8,977 (12.7)","2,532","70,941",2.84\%
107,5,"Cumberland County, NJ","0.960 (0.892,~1.058)","0.943 (0.873,~1.019)","22,254 (14.7)","3,338","150,972",4.73\%
108,5,"Accomack County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","2,466 (7.6)","1,100","32,412",1.45\%
109,5,"Alleghany County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",616 (4.1),62,"14,910",6.45\%
110,5,"Amherst County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",0 (0.0),175,"31,666",0.00\%
111,5,"Bedford County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","1,079 (1.4)",359,"78,747",1.95\%
112,5,"Buckingham County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","1,233 (7.3)",605,"16,999",1.32\%
113,5,"Campbell County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",308 (0.6),213,"54,973",0.94\%
114,5,"Caroline County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)",770 (2.5),208,"30,772",2.40\%
115,5,"Carroll County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","2,004 (6.8)",334,"29,636",3.89\%
116,5,"Culpeper County, VA","0.992 (0.898,~1.110)","0.943 (0.798,~1.018)","1,849 (3.6)","1,005","51,859",1.19\%
